X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLE_IN_STREET
-8844091.535,5417549.753,80949011,8001481293,2018,2018/08/12 04:00:00+00,26,0,DUFFERIN ST,GIBSON ST,60 m South of,Major Arterial,Etobicoke York,"9,12",13,43.689715,-79.447826,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Motorcycle Passenger,25 to 29,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),14012,107
-8844876.226,5417385.337,80948975,8001484332,2018,2018/08/12 04:00:00+00,1430,14,CHUDLEIGH RD,HARVIE AVE,<Null>,Local,Etobicoke York,9,13,43.688647,-79.454875,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,North,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Disobeyed Traffic Control,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),14013,109
-8844876.226,5417385.337,80948976,8001484332,2018,2018/08/12 04:00:00+00,1430,14,CHUDLEIGH RD,HARVIE AVE,<Null>,Local,Etobicoke York,9,13,43.688647,-79.454875,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),14014,109
-8848884.952,5422723.289,80949372,8001489549,2018,2018/08/13 04:00:00+00,1039,10,PETHERHILL  AVE,WILSON AVE,85 m South of,Local,North York,6,31,43.723311,-79.490886,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,50 to 54,Minimal,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),14015,26
-8848884.952,5422723.289,80949373,8001489549,2018,2018/08/13 04:00:00+00,1039,10,PETHERHILL  AVE,WILSON AVE,85 m South of,Local,North York,6,31,43.723311,-79.490886,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,50 to 54,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),14016,26
-8848884.952,5422723.289,81542013,8001489549,2018,2018/08/13 04:00:00+00,1039,10,PETHERHILL  AVE,WILSON AVE,85 m South of,Local,North York,6,31,43.723311,-79.490886,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,None,<Null>,South,<Null>,Parked,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),14017,26
-8850783.172,5403911.128,80948663,8001494074,2018,2018/08/13 04:00:00+00,2301,23,NINTH ST,TENTH ST,<Null>,Local,Etobicoke York,3,22,43.601058,-79.507938,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Other / Undefined,Other,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,18,New Toronto (18),14018,18
-8850783.172,5403911.128,80948666,8001494074,2018,2018/08/13 04:00:00+00,2301,23,NINTH ST,TENTH ST,<Null>,Local,Etobicoke York,3,22,43.601058,-79.507938,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,18,New Toronto (18),14019,18
-8853503.487,5420551.794,80948929,8001498021,2018,2018/08/14 04:00:00+00,1443,14,KNOB HILL DR,OAK ST,120 m North of,Collector,Etobicoke York,5,12,43.709212,-79.532375,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Major,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),14020,113
-8853503.487,5420551.794,80948930,8001498021,2018,2018/08/14 04:00:00+00,1443,14,KNOB HILL DR,OAK ST,120 m North of,Collector,Etobicoke York,5,12,43.709212,-79.532375,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Minimal,<Null>,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D12,113,Weston (113),14021,113
-8819966.264,5433825.009,81460994,8001004322,2018,2018/06/03 04:00:00+00,1235,12,SHEPPARD AVE E,GATEFORTH DR,49 m West of,Major Arterial,Scarborough,23,42,43.79534,-79.231105,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,20 to 24,Major,<Null>,West,Motorcycle,Going Ahead,Other,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),14022,132
-8842546.643,5412391.424,80949451,8001506875,2018,2018/08/15 04:00:00+00,1914,19,DUFFERIN ST,DUFFERIN PARK AVE,100 m South of,Major Arterial,Toronto and East York,9,"11,14",43.656199,-79.433948,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,70 to 74,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,D14,83,Dufferin Grove (83),14023,83
-8833244.23,5421995.961,80949484,8001512528,2018,2018/08/16 04:00:00+00,1555,15,LESLIE ST,EGLINTON AVE E,<Null>,Major Arterial,North York,"15,16",33,43.718589,-79.350383,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,85 to 89,Fatal,43,East,Passenger Van,Turning Left,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),14024,42
-8833244.23,5421995.961,80949485,8001512528,2018,2018/08/16 04:00:00+00,1555,15,LESLIE ST,EGLINTON AVE E,<Null>,Major Arterial,North York,"15,16",33,43.718589,-79.350383,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Truck Driver,25 to 29,None,<Null>,South,"Truck - Closed (Blazer, etc)",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),14025,42
-8833244.23,5421995.961,80950060,8001512528,2018,2018/08/16 04:00:00+00,1555,15,LESLIE ST,EGLINTON AVE E,<Null>,Major Arterial,North York,"15,16",33,43.718589,-79.350383,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,<Null>,unknown,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,42,Banbury-Don Mills (42),14026,42
-8837373.515,5411529.829,80949251,8001518550,2018,2018/08/17 04:00:00+00,1410,14,QUEEN ST W,SIMCOE ST,12 m East of,Major Arterial,Toronto and East York,10,52,43.650599,-79.387477,Intersection,Intersection Related,No Control,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,Motorcycle Driver,50 to 54,Major,<Null>,West,Motorcycle,Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,76,Bay Street Corridor (76),14027,76
-8832117.231,5410292.195,81163348,8001522708,2018,2018/08/18 04:00:00+00,223,2,315 UNWIN AVE,<Null>,365 m East of REGATTA ROAD,Local,Toronto and East York,14,55,43.642554,-79.340259,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D51,70,South Riverdale (70),14028,70
-8832117.231,5410292.195,81163349,8001522708,2018,2018/08/18 04:00:00+00,223,2,315 UNWIN AVE,<Null>,365 m East of REGATTA ROAD,Local,Toronto and East York,14,55,43.642554,-79.340259,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D51,70,South Riverdale (70),14029,70
-8832117.231,5410292.195,81163350,8001522708,2018,2018/08/18 04:00:00+00,223,2,315 UNWIN AVE,<Null>,365 m East of REGATTA ROAD,Local,Toronto and East York,14,55,43.642554,-79.340259,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Medical or Physical Disability,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D51,70,South Riverdale (70),14030,70
-8829660.187,5416739.399,81451125,8001529236,2018,2018/08/19 04:00:00+00,459,4,DANFORTH AVE,ROSEHEATH AVE,<Null>,Major Arterial,Toronto and East York,19,"54,55",43.684451,-79.318187,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,East,"Automobile, Station Wagon",Making U Turn,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,64,Woodbine Corridor (64),14031,64
-8829660.187,5416739.399,81451126,8001529236,2018,2018/08/19 04:00:00+00,459,4,DANFORTH AVE,ROSEHEATH AVE,<Null>,Major Arterial,Toronto and East York,19,"54,55",43.684451,-79.318187,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,64,Woodbine Corridor (64),14032,64
-8829660.187,5416739.399,81451127,8001529236,2018,2018/08/19 04:00:00+00,459,4,DANFORTH AVE,ROSEHEATH AVE,<Null>,Major Arterial,Toronto and East York,19,"54,55",43.684451,-79.318187,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,64,Woodbine Corridor (64),14033,64
-8829660.187,5416739.399,81451128,8001529236,2018,2018/08/19 04:00:00+00,459,4,DANFORTH AVE,ROSEHEATH AVE,<Null>,Major Arterial,Toronto and East York,19,"54,55",43.684451,-79.318187,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,64,Woodbine Corridor (64),14034,64
-8829660.187,5416739.399,81451129,8001529236,2018,2018/08/19 04:00:00+00,459,4,DANFORTH AVE,ROSEHEATH AVE,<Null>,Major Arterial,Toronto and East York,19,"54,55",43.684451,-79.318187,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,64,Woodbine Corridor (64),14035,64
-8829660.187,5416739.399,81451130,8001529236,2018,2018/08/19 04:00:00+00,459,4,DANFORTH AVE,ROSEHEATH AVE,<Null>,Major Arterial,Toronto and East York,19,"54,55",43.684451,-79.318187,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,64,Woodbine Corridor (64),14036,64
-8838890.354,5411776.298,80949211,8001531985,2018,2018/08/19 04:00:00+00,1543,15,DUNDAS ST W,AUGUSTA AVE,<Null>,Major Arterial,Toronto and East York,"11,10",14,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,East,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,78,Kensington-Chinatown (78),14037,78
-8838890.354,5411776.298,80949212,8001531985,2018,2018/08/19 04:00:00+00,1543,15,DUNDAS ST W,AUGUSTA AVE,<Null>,Major Arterial,Toronto and East York,"11,10",14,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Minor,<Null>,East,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,78,Kensington-Chinatown (78),14038,78
-8838890.354,5411776.298,80949213,8001531985,2018,2018/08/19 04:00:00+00,1543,15,DUNDAS ST W,AUGUSTA AVE,<Null>,Major Arterial,Toronto and East York,"11,10",14,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,78,Kensington-Chinatown (78),14039,78
-8838890.354,5411776.298,80949214,8001531985,2018,2018/08/19 04:00:00+00,1543,15,DUNDAS ST W,AUGUSTA AVE,<Null>,Major Arterial,Toronto and East York,"11,10",14,43.652201,-79.401103,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist Passenger,60 to 64,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,78,Kensington-Chinatown (78),14040,78
-8855435.659,5417180.436,80949467,8001538973,2018,2018/08/20 04:00:00+00,1616,16,THE WESTWAY,WINCOTT DR,<Null>,Minor Arterial,Etobicoke York,2,23,43.687316,-79.549732,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,45 to 49,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),14041,7
-8855435.659,5417180.436,80949468,8001538973,2018,2018/08/20 04:00:00+00,1616,16,THE WESTWAY,WINCOTT DR,<Null>,Minor Arterial,Etobicoke York,2,23,43.687316,-79.549732,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Minor,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,<Null>,<Null>,D23,7,Willowridge-Martingrove-Richview (7),14042,7
