X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLE_IN_STREET
-8814966.46,5429661.357,80944034,8000986648,2018,2018/05/31 04:00:00+00,2054,20,LAWRENCE AVE E,MORNINGSIDE AVE,<Null>,Minor Arterial,Scarborough,"24,25",43,43.768336,-79.186191,Intersection,Intersection Related,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),14349,136
-8814966.46,5429661.357,80944035,8000986648,2018,2018/05/31 04:00:00+00,2054,20,LAWRENCE AVE E,MORNINGSIDE AVE,<Null>,Minor Arterial,Scarborough,"24,25",43,43.768336,-79.186191,Intersection,Intersection Related,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),14350,136
-8841311.776,5411373.212,80944354,8001000021,2018,2018/06/02 04:00:00+00,1845,18,BADEN ST,LAKEVIEW AVE,8 m East of,Local,North York,9,14,43.649581,-79.422855,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,81,Trinity-Bellwoods (81),14351,81
-8841311.776,5411373.212,80944355,8001000021,2018,2018/06/02 04:00:00+00,1845,18,BADEN ST,LAKEVIEW AVE,8 m East of,Local,North York,9,14,43.649581,-79.422855,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross with ROW,Playing or Working on Highway,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,81,Trinity-Bellwoods (81),14352,81
-8841790.784,5408440.439,80943991,8001000138,2018,2018/06/02 04:00:00+00,1903,19,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,<Null>,Major Arterial,North York,10,14,43.630515,-79.427158,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,50 to 54,Fatal,28,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),14353,82
-8841790.784,5408440.439,80943992,8001000138,2018,2018/06/02 04:00:00+00,1903,19,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,<Null>,Major Arterial,North York,10,14,43.630515,-79.427158,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,30 to 34,<Null>,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),14354,82
-8841790.784,5408440.439,80943993,8001000138,2018,2018/06/02 04:00:00+00,1903,19,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,<Null>,Major Arterial,North York,10,14,43.630515,-79.427158,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,30 to 34,<Null>,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),14355,82
-8841790.784,5408440.439,80944446,8001000138,2018,2018/06/02 04:00:00+00,1903,19,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,<Null>,Major Arterial,North York,10,14,43.630515,-79.427158,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,55 to 59,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),14356,82
-8839433.037,5411782.145,80942704,8000256570,2018,2018/02/10 05:00:00+00,34,0,BATHURST ST,DUNDAS ST W,25 m South of,Major Arterial,Toronto and East York,"11,10",14,43.652239,-79.405978,Intersection,Intersection Related,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D14,78,Kensington-Chinatown (78),14357,78
-8843248.958,5414262.286,80971877,8001650518,2018,2018/09/06 04:00:00+00,1225,12,DUPONT ST,DUFFERIN ST,100 m West of,Major Arterial,Toronto and East York,9,11,43.668357,-79.440257,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,<Null>,West,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D11,93,Dovercourt-Wallace Emerson-Junction (93),14359,93
-8845311.931,5415243.263,80944724,8001034649,2018,2018/06/07 04:00:00+00,2128,21,BLACKTHORN AVE,ST CLAIR AVE W,33 m North of,Local,Etobicoke York,9,12,43.674731,-79.458789,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,<Null>,North,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Other,Unknown,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D12,91,Weston-Pellam Park (91),14360,91
-8844564.531,5419484.485,80943467,8001058392,2018,2018/06/11 04:00:00+00,1500,15,DUFFERIN ST,BRIAR HILL AVE,<Null>,Major Arterial,North York,8,13,43.702281,-79.452075,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,<Null>,Unknown,Pick Up Truck,Unknown,Disobeyed Traffic Control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,D13,108,Briar Hill-Belgravia (108),14362,108
-8850432.404,5420145.86,81118093,8000264811,2018,2018/02/11 05:00:00+00,1225,12,JANE ST,JOHN ST,<Null>,Major Arterial,Etobicoke York,5,12,43.706576,-79.504787,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Other,Driver,55 to 59,None,<Null>,North,Municipal Transit Bus (TTC),Slowing or Stopping,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,28,Rustic (28),14363,28
-8847155.827,5411235.828,80924379,8000479172,2018,2018/03/16 04:00:00+00,907,9,RUNNYMEDE RD,DEFOREST RD,<Null>,Collector,Etobicoke York,4,11,43.648688,-79.475353,Intersection,At Intersection,Stop Sign,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),14364,87
-8845370.596,5423860.913,80951038,8001650785,2018,2018/09/06 04:00:00+00,1310,13,ANTHONY RD,NAJIB ABBOUD LANE,<Null>,Local,North York,6,32,43.730696,-79.459316,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,26,Downsview-Roding-CFB (26),14365,26
-8844564.531,5419484.485,80944447,8001058392,2018,2018/06/11 04:00:00+00,1500,15,DUFFERIN ST,BRIAR HILL AVE,<Null>,Major Arterial,North York,8,13,43.702281,-79.452075,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,31,North,<Null>,<Null>,<Null>,<Null>,Unknown,Crossing with right of way,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,D13,108,Briar Hill-Belgravia (108),14367,108
-8850432.404,5420145.86,81118094,8000264811,2018,2018/02/11 05:00:00+00,1225,12,JANE ST,JOHN ST,<Null>,Major Arterial,Etobicoke York,5,12,43.706576,-79.504787,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Other,Passenger,55 to 59,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,28,Rustic (28),14368,28
-8860088.925,5414413.104,80946880,8001226350,2018,2018/07/05 04:00:00+00,2235,22,RENFORTH DR,HWY 401 WB ON RAMP AVE,<Null>,Major Arterial,Etobicoke York,1,23,43.669337,-79.591533,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Truck Driver,75 to 79,None,<Null>,North,Truck-Tractor,Turning Left,Improper Turn,Fatigue,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),14370,1
-8835808.252,5412549.905,81073086,8000498049,2018,2018/03/19 04:00:00+00,1032,10,GEORGE ST,DUNDAS ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.657229,-79.373416,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,<Null>,North,Pick Up Truck,Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D51,73,Moss Park (73),14371,73
-8845370.596,5423860.913,80951039,8001650785,2018,2018/09/06 04:00:00+00,1310,13,ANTHONY RD,NAJIB ABBOUD LANE,<Null>,Local,North York,6,32,43.730696,-79.459316,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D32,26,Downsview-Roding-CFB (26),14373,26
-8844984.985,5416245.586,81142772,8001058650,2018,2018/06/11 04:00:00+00,1537,15,MCROBERTS AVE,INNES AVE,<Null>,Local,Etobicoke York,9,13,43.681243,-79.455852,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),14374,92
-8844984.985,5416245.586,81142773,8001058650,2018,2018/06/11 04:00:00+00,1537,15,MCROBERTS AVE,INNES AVE,<Null>,Local,Etobicoke York,9,13,43.681243,-79.455852,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),14375,92
-8849217.018,5404576.617,80948087,8001059223,2018,2018/06/11 04:00:00+00,1700,17,ROYAL YORK  RD,DARTMOUTH  CRES,<Null>,Minor Arterial,Etobicoke York,3,22,43.605387,-79.493869,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Motorcycle Driver,unknown,None,<Null>,South,Motorcycle,Going Ahead,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,17,Mimico (17),14376,17
-8849217.018,5404576.617,80948088,8001059223,2018,2018/06/11 04:00:00+00,1700,17,ROYAL YORK  RD,DARTMOUTH  CRES,<Null>,Minor Arterial,Etobicoke York,3,22,43.605387,-79.493869,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,17,Mimico (17),14377,17
-8838745.194,5414121.935,80944449,8001064286,2018,2018/06/12 04:00:00+00,1204,12,ST GEORGE ST,BLOOR ST W,<Null>,Major Arterial,Toronto and East York,11,"53,52",43.667445,-79.399799,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Truck Driver,65 to 69,None,<Null>,North,Truck - Open,Turning Right,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,79,University (79),14378,79
-8838745.194,5414121.935,80944450,8001064286,2018,2018/06/12 04:00:00+00,1204,12,ST GEORGE ST,BLOOR ST W,<Null>,Major Arterial,Toronto and East York,11,"53,52",43.667445,-79.399799,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,32,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Other,Unknown,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D52,79,University (79),14379,79
-8816012.752,5429341.498,80944737,8001067265,2018,2018/06/12 04:00:00+00,1945,19,LAWRENCE AVE E,GALLOWAY RD,87 m East of,Major Arterial,Scarborough,24,43,43.766261,-79.19559,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,"Ability Impaired, Drugs",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),14380,136
-8816012.752,5429341.498,80944738,8001067265,2018,2018/06/12 04:00:00+00,1945,19,LAWRENCE AVE E,GALLOWAY RD,87 m East of,Major Arterial,Scarborough,24,43,43.766261,-79.19559,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Minor,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),14381,136
-8836602.405,5415779.966,80975849,8001071783,2018,2018/06/13 04:00:00+00,1241,12,CRESCENT RD,MOUNT PLEASANT RD,2 m East of,Major Arterial,Toronto and East York,11,53,43.678218,-79.38055,Mid-Block,Overpass or Bridge,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Driver,45 to 49,None,<Null>,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D53,98,Rosedale-Moore Park (98),14382,98
-8836602.405,5415779.966,80975850,8001071783,2018,2018/06/13 04:00:00+00,1241,12,CRESCENT RD,MOUNT PLEASANT RD,2 m East of,Major Arterial,Toronto and East York,11,53,43.678218,-79.38055,Mid-Block,Overpass or Bridge,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,Passenger,85 to 89,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D53,98,Rosedale-Moore Park (98),14383,98
-8849925.344,5406924.579,80945371,8001076637,2018,2018/06/14 04:00:00+00,154,1,430 ROYAL YORK RD,<Null>,25 m South of,Minor Arterial,Etobicoke York,3,22,43.620658,-79.500232,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,17,Mimico (17),14384,17
-8849925.344,5406924.579,80945372,8001076637,2018,2018/06/14 04:00:00+00,154,1,430 ROYAL YORK RD,<Null>,25 m South of,Minor Arterial,Etobicoke York,3,22,43.620658,-79.500232,Intersection,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,17,Mimico (17),14385,17
-8823169.816,5421716.258,80944448,8001077165,2018,2018/06/14 04:00:00+00,558,5,ST CLAIR AVE E,DANFORTH RD,<Null>,Major Arterial,Scarborough,20,41,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,55 to 59,Fatal,33,West,Motorcycle,Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),14386,120
-8823169.816,5421716.258,80944451,8001077165,2018,2018/06/14 04:00:00+00,558,5,ST CLAIR AVE E,DANFORTH RD,<Null>,Major Arterial,Scarborough,20,41,43.716773,-79.259883,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,unknown,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),14387,120
-8839862.841,5427955.056,80944859,8001078053,2018,2018/06/14 04:00:00+00,905,9,CAMERON AVE,YONGE ST,<Null>,Major Arterial,North York,18,32,43.757266,-79.409839,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,<Null>,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),14388,51
-8839862.841,5427955.056,80944875,8001078053,2018,2018/06/14 04:00:00+00,905,9,CAMERON AVE,YONGE ST,<Null>,Major Arterial,North York,18,32,43.757266,-79.409839,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),14389,51
-8849763.931,5416732.318,80945099,8001081100,2018,2018/06/14 04:00:00+00,1645,16,EGLINTON AVE W,JANE ST,<Null>,Major Arterial,Etobicoke York,5,12,43.684405,-79.498782,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,<Null>,South,Motorcycle,Going Ahead,Disobeyed Traffic Control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D12,115,Mount Dennis (115),14390,115
-8849763.931,5416732.318,80945100,8001081100,2018,2018/06/14 04:00:00+00,1645,16,EGLINTON AVE W,JANE ST,<Null>,Major Arterial,Etobicoke York,5,12,43.684405,-79.498782,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D12,115,Mount Dennis (115),14391,115
-8822855.561,5439971.39,80945389,8001089353,2018,2018/06/15 04:00:00+00,1928,19,5951 STEELES AVE E,<Null>,3 m West of,Major Arterial,Scarborough,23,42,43.835181,-79.25706,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,130,Milliken (130),14392,130
-8822855.561,5439971.39,80945390,8001089353,2018,2018/06/15 04:00:00+00,1928,19,5951 STEELES AVE E,<Null>,3 m West of,Major Arterial,Scarborough,23,42,43.835181,-79.25706,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,130,Milliken (130),14393,130
-8834513.049,5420064.244,80945253,8001095116,2018,2018/06/16 04:00:00+00,1550,15,LEA AVE,LAIRD DR,30 m West of,Major Arterial,North York,15,53,43.706046,-79.361781,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,<Null>,North,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,55,Thorncliffe Park (55),14394,55
-8834513.049,5420064.244,80945254,8001095116,2018,2018/06/16 04:00:00+00,1550,15,LEA AVE,LAIRD DR,30 m West of,Major Arterial,North York,15,53,43.706046,-79.361781,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,55,Thorncliffe Park (55),14395,55
